P2C46_ARATH	GO:0005575|0.799	GO:0110165|0.766	GO:0008150|0.723
NU131_SCHPO	GO:0005575|0.816	GO:0110165|0.763	GO:0008150|0.788	GO:0009987|0.385
CRK2_ARATH	GO:0005575|0.770	GO:0110165|0.768	GO:0008150|0.741
RB27A_HUMAN	GO:0005575|0.781	GO:0110165|0.720	GO:0008150|0.839	GO:0009987|0.429
ASAH1_MOUSE	GO:0005575|0.818	GO:0110165|0.792	GO:0008150|0.796	GO:0009987|0.329
YDHG_SCHPO	GO:0005575|0.761	GO:0110165|0.719	GO:0008150|0.794	GO:0009987|0.420
RL18A_HUMAN	GO:0005575|0.676	GO:0110165|0.628	GO:0008150|0.743
RPA34_YEAST	GO:0005575|0.823	GO:0110165|0.787	GO:0008150|0.655
KCNK4_RAT	GO:0005575|0.796	GO:0110165|0.775	GO:0008150|0.836	GO:0009987|0.362
GSTL1_ARATH	GO:0005575|0.731	GO:0110165|0.670	GO:0008150|0.812	GO:0009987|0.415
SCS22_SCHPO	GO:0005575|0.797	GO:0110165|0.764	GO:0008150|0.741
RPB4_YEAST	GO:0005575|0.706	GO:0110165|0.652	GO:0008150|0.772	GO:0009987|0.346
STE24_SCHPO	GO:0005575|0.750	GO:0110165|0.717	GO:0008150|0.822	GO:0009987|0.411
IF2P_SCHPO	GO:0005575|0.890	GO:0110165|0.858	GO:0008150|0.823	GO:0009987|0.377
UP2_HALAI	GO:0005575|0.812	GO:0110165|0.804	GO:0008150|0.802	GO:0009987|0.340
2ABA_RAT	GO:0005575|0.618	GO:0110165|0.567	GO:0008150|0.819	GO:0009987|0.390
WWP1_HUMAN	GO:0005575|0.795	GO:0110165|0.765	GO:0008150|0.772	GO:0009987|0.322
TCAL1_HUMAN	GO:0005575|0.855	GO:0110165|0.822	GO:0008150|0.894	GO:0009987|0.555	GO:0050789|0.358	GO:0065007|0.386
POPD2_HUMAN	GO:0005575|0.882	GO:0110165|0.876	GO:0008150|0.820	GO:0009987|0.379
ACT6_DROME	GO:0005575|0.633	GO:0110165|0.595	GO:0008150|0.788
CCNP_HUMAN	GO:0005575|0.702	GO:0110165|0.645	GO:0008150|0.899	GO:0009987|0.535
MAGT1_HUMAN	GO:0005575|0.785	GO:0110165|0.785	GO:0008150|0.870	GO:0009987|0.477
CAPP1_MAIZE	GO:0005575|0.803	GO:0110165|0.762	GO:0008150|0.714
YFZ2_SCHPO	GO:0005575|0.684	GO:0110165|0.655	GO:0008150|0.744
FK163_ARATH	GO:0005575|0.788	GO:0110165|0.758	GO:0008150|0.741	GO:0009987|0.319
CSM5_MYCTU	GO:0005575|0.610	GO:0110165|0.560	GO:0008150|0.684
RIFK_MOUSE	GO:0005575|0.675	GO:0110165|0.675	GO:0008150|0.739
PEX16_MOUSE	GO:0005575|0.747	GO:0110165|0.671	GO:0008150|0.825	GO:0009987|0.450
DMRT3_HUMAN	GO:0005575|0.810	GO:0110165|0.760	GO:0008150|0.896	GO:0009987|0.538
T120B_MOUSE	GO:0005575|0.797	GO:0110165|0.760	GO:0008150|0.870	GO:0009987|0.422
SRPK3_MOUSE	GO:0005575|0.845	GO:0110165|0.823	GO:0008150|0.924	GO:0009987|0.613
SNC2_YEAST	GO:0005575|0.825	GO:0110165|0.774	GO:0008150|0.712
DPH7_SCHPO	GO:0005575|0.587	GO:0110165|0.522	GO:0008150|0.811	GO:0009987|0.319
CND1_HUMAN	GO:0005575|0.876	GO:0110165|0.852	GO:0008150|0.863	GO:0009987|0.401
RFA1_HUMAN	GO:0005575|0.831	GO:0110165|0.823	GO:0008150|0.855	GO:0009987|0.419
TRAD1_RAT	GO:0005575|0.824	GO:0110165|0.782	GO:0008150|0.906	GO:0009987|0.552
COPT1_ARATH	GO:0005575|0.640	GO:0110165|0.617	GO:0008150|0.925	GO:0009987|0.516
EXOC5_DROME	GO:0005575|0.807	GO:0110165|0.767	GO:0008150|0.893	GO:0009987|0.536
CLK2_HUMAN	GO:0005575|0.674	GO:0110165|0.674	GO:0008150|0.814	GO:0009987|0.397
UGT8_CATRO	GO:0005575|0.746	GO:0110165|0.716	GO:0008150|0.678
YRF17_YEAST	GO:0005575|0.863	GO:0110165|0.832	GO:0008150|0.860	GO:0009987|0.436
GHRA_ECOLI	GO:0005575|0.660	GO:0110165|0.617	GO:0008150|0.771	GO:0009987|0.340
HECW2_HUMAN	GO:0005575|0.809	GO:0110165|0.757	GO:0008150|0.892	GO:0009987|0.521
LPP60_HUMAN	GO:0005575|0.715	GO:0110165|0.660	GO:0008150|0.854	GO:0009987|0.409
LBR_RAT	GO:0005575|0.773	GO:0110165|0.725	GO:0008150|0.865	GO:0009987|0.463
ELP5_MOUSE	GO:0005575|0.712	GO:0110165|0.630	GO:0008150|0.844	GO:0009987|0.420
FOLH1_HUMAN	GO:0005575|0.661	GO:0110165|0.660	GO:0008150|0.659
AT1A1_PIG	GO:0005575|0.832	GO:0110165|0.824	GO:0008150|0.834	GO:0009987|0.379
LPAR5_MOUSE	GO:0005575|0.724	GO:0110165|0.676	GO:0008150|0.905	GO:0009987|0.485
RIP14_CRIRI	GO:0005575|0.493	GO:0110165|0.434	GO:0008150|0.892	GO:0009987|0.357	GO:0050896|0.348
FERM1_MOUSE	GO:0005575|0.760	GO:0110165|0.737	GO:0008150|0.808	GO:0009987|0.398
CRTI_RHOCB	GO:0005575|0.838	GO:0110165|0.805	GO:0008150|0.766
GBP1_MOUSE	GO:0005575|0.747	GO:0110165|0.735	GO:0008150|0.781
MDTK_ECOLI	GO:0005575|0.656	GO:0110165|0.582	GO:0008150|0.802	GO:0009987|0.324
SYR_MYCTU	GO:0005575|0.592	GO:0110165|0.531	GO:0008150|0.739	GO:0009987|0.313
CDA1_ARATH	GO:0005575|0.658	GO:0110165|0.602	GO:0008150|0.773
MYB98_ARATH	GO:0005575|0.652	GO:0110165|0.649	GO:0008150|0.891	GO:0009987|0.529
TBX22_HUMAN	GO:0005575|0.692	GO:0110165|0.655	GO:0008150|0.876	GO:0009987|0.443
MEF2B_MOUSE	GO:0005575|0.820	GO:0110165|0.783	GO:0008150|0.718
EAA3_MOUSE	GO:0005575|0.760	GO:0110165|0.710	GO:0008150|0.799	GO:0009987|0.353
NUOB_ECOLI	GO:0005575|0.600	GO:0110165|0.522	GO:0008150|0.855	GO:0009987|0.341
EF104_ARATH	GO:0005575|0.808	GO:0110165|0.774	GO:0008150|0.803	GO:0009987|0.333
YHAG_SCHPO	GO:0005575|0.722	GO:0110165|0.651	GO:0008150|0.735
ITBN_DROME	GO:0005575|0.886	GO:0110165|0.873	GO:0008150|0.875	GO:0071944|0.377	GO:0009987|0.481
NUDT5_HUMAN	GO:0005575|0.649	GO:0110165|0.583	GO:0008150|0.800	GO:0009987|0.316
LNP_MOUSE	GO:0005575|0.938	GO:0110165|0.930	GO:0008150|0.799	GO:0016020|0.435	GO:0009987|0.396
PGLA_CAMJE	GO:0005575|0.784	GO:0110165|0.738	GO:0008150|0.744
RS8_MAIZE	GO:0005575|0.823	GO:0110165|0.802	GO:0008150|0.764	GO:0009987|0.322
PHIA_EMENI	GO:0005575|0.518	GO:0110165|0.417	GO:0008150|0.758
RHEB_HUMAN	GO:0005575|0.832	GO:0110165|0.767	GO:0008150|0.824	GO:0009987|0.388
ANM1_HUMAN	GO:0005575|0.681	GO:0110165|0.626	GO:0008150|0.836	GO:0009987|0.424
APOA1_PIG	GO:0005575|0.820	GO:0110165|0.793	GO:0008150|0.756
CI116_MOUSE	GO:0005575|0.756	GO:0110165|0.706	GO:0008150|0.839	GO:0009987|0.453
SED2_ASPFU	GO:0005575|0.730	GO:0110165|0.698	GO:0008150|0.743
ATH1_YEAST	GO:0005575|0.783	GO:0110165|0.772	GO:0008150|0.834	GO:0009987|0.396
GOB1_BRUMA	GO:0005575|0.683	GO:0110165|0.625	GO:0008150|0.780	GO:0009987|0.303
GSTM5_RAT	GO:0005575|0.528	GO:0110165|0.528	GO:0008150|0.826	GO:0009987|0.389
KCA10_HUMAN	GO:0005575|0.816	GO:0110165|0.774	GO:0008150|0.723
CDHR2_HUMAN	GO:0005575|0.783	GO:0110165|0.754	GO:0008150|0.870	GO:0009987|0.416
CASC3_MOUSE	GO:0005575|0.820	GO:0110165|0.770	GO:0008150|0.667
GLPF_ECOLI	GO:0005575|0.723	GO:0110165|0.673	GO:0008150|0.814	GO:0009987|0.339
IPCS1_ARATH	GO:0005575|0.723	GO:0110165|0.676	GO:0008150|0.755
TFB2_YEAST	GO:0005575|0.773	GO:0110165|0.716	GO:0008150|0.804	GO:0009987|0.346
PIGF_HUMAN	GO:0005575|0.771	GO:0110165|0.728	GO:0008150|0.904	GO:0009987|0.542
TBG1_RAT	GO:0005575|0.745	GO:0110165|0.702	GO:0008150|0.824	GO:0009987|0.362
PCS_AGRFC	GO:0005575|0.544	GO:0110165|0.519	GO:0008150|0.773
DAR2_ARATH	GO:0005575|0.674	GO:0110165|0.636	GO:0008150|0.789	GO:0009987|0.313
GRIA1_HUMAN	GO:0005575|0.787	GO:0110165|0.770	GO:0008150|0.768
TTC12_HUMAN	GO:0005575|0.743	GO:0110165|0.735	GO:0008150|0.777	GO:0009987|0.311
PSD11_DROME	GO:0005575|0.723	GO:0110165|0.650	GO:0008150|0.731
JUND_HUMAN	GO:0005575|0.886	GO:0110165|0.850	GO:0008150|0.905	GO:0009987|0.599	GO:0065007|0.324
CTCFL_MOUSE	GO:0005575|0.796	GO:0110165|0.776	GO:0008150|0.901	GO:0009987|0.544
GALT4_HUMAN	GO:0005575|0.771	GO:0110165|0.759	GO:0008150|0.813	GO:0009987|0.399
CDIP1_HUMAN	GO:0005575|0.839	GO:0110165|0.826	GO:0008150|0.928	GO:0009987|0.620	GO:0050789|0.300	GO:0065007|0.355
FETUA_HUMAN	GO:0005575|0.801	GO:0110165|0.781	GO:0008150|0.679
PAT_ARATH	GO:0005575|0.770	GO:0110165|0.739	GO:0008150|0.814	GO:0009987|0.343
PP1B_HUMAN	GO:0005575|0.726	GO:0110165|0.660	GO:0008150|0.888	GO:0009987|0.513
ROP1L_MOUSE	GO:0005575|0.763	GO:0110165|0.733	GO:0008150|0.631
GLPX_ECOLI	GO:0005575|0.637	GO:0110165|0.546	GO:0008150|0.717
RBL_NOSS1	GO:0005575|0.670	GO:0110165|0.641	GO:0008150|0.776	GO:0009987|0.362
RPN9_SCHPO	GO:0005575|0.537	GO:0110165|0.426	GO:0008150|0.766
NRAM2_RAT	GO:0005575|0.830	GO:0110165|0.796	GO:0008150|0.791	GO:0009987|0.369
YL85_SCHPO	GO:0005575|0.781	GO:0110165|0.713	GO:0008150|0.805	GO:0009987|0.400
SLIT3_MOUSE	GO:0005575|0.798	GO:0110165|0.776	GO:0008150|0.914	GO:0009987|0.565
ZP4_BOVIN	GO:0005575|0.812	GO:0110165|0.784	GO:0008150|0.886	GO:0009987|0.454
PPT1_ORYSJ	GO:0005575|0.840	GO:0110165|0.801	GO:0008150|0.781	GO:0009987|0.324
SMD2_DROME	GO:0005575|0.804	GO:0110165|0.756	GO:0008150|0.713
NU153_XENLA	GO:0005575|0.838	GO:0110165|0.823	GO:0008150|0.862	GO:0009987|0.404
FTCD_MOUSE	GO:0005575|0.824	GO:0110165|0.759	GO:0008150|0.676
PCS_BORBU	GO:0005575|0.718	GO:0110165|0.671	GO:0008150|0.714
SWI6_SCHPO	GO:0005575|0.730	GO:0110165|0.709	GO:0008150|0.726	GO:0009987|0.303
NU170_YEAST	GO:0005575|0.815	GO:0110165|0.780	GO:0008150|0.766	GO:0009987|0.324
YD22B_YEAST	GO:0005575|0.849	GO:0110165|0.815	GO:0008150|0.856	GO:0009987|0.396
TRM1L_HUMAN	GO:0005575|0.852	GO:0110165|0.823	GO:0008150|0.835	GO:0009987|0.425
AROD_CLOD6	GO:0005575|0.704	GO:0110165|0.670	GO:0008150|0.866	GO:0009987|0.486
LAD_ASPOZ	GO:0005575|0.705	GO:0110165|0.654	GO:0008150|0.713
GPT_MOUSE	GO:0005575|0.692	GO:0110165|0.643	GO:0008150|0.871	GO:0009987|0.406
TRI26_MOUSE	GO:0005575|0.762	GO:0110165|0.719	GO:0008150|0.840	GO:0009987|0.396
CYMR_BACSU	GO:0005575|0.464	GO:0110165|0.440	GO:0008150|0.560
RSME_ECOLI	GO:0005575|0.650	GO:0110165|0.618	GO:0008150|0.693
FGF9_MOUSE	GO:0005575|0.764	GO:0110165|0.763	GO:0008150|0.708
HXC13_HUMAN	GO:0005575|0.822	GO:0110165|0.786	GO:0008150|0.846	GO:0009987|0.398
HNM1_YEAST	GO:0005575|0.775	GO:0110165|0.758	GO:0008150|0.725
RUFY1_HUMAN	GO:0005575|0.840	GO:0110165|0.818	GO:0008150|0.858	GO:0009987|0.421
EIF3A_RAT	GO:0005575|0.828	GO:0110165|0.790	GO:0008150|0.775	GO:0009987|0.363
KHDR3_HUMAN	GO:0005575|0.838	GO:0110165|0.802	GO:0008150|0.700
RFX6_MOUSE	GO:0005575|0.837	GO:0110165|0.782	GO:0008150|0.858	GO:0009987|0.374
SUV2_ARATH	GO:0005575|0.835	GO:0110165|0.800	GO:0008150|0.884	GO:0009987|0.551
SFT2_YEAST	GO:0005575|0.785	GO:0110165|0.760	GO:0008150|0.901	GO:0009987|0.552	GO:0050896|0.301
ITT1_YEAST	GO:0005575|0.772	GO:0110165|0.766	GO:0008150|0.901	GO:0009987|0.467
C1QC_MOUSE	GO:0005575|0.815	GO:0110165|0.792	GO:0008150|0.869	GO:0009987|0.322
GIMA4_HUMAN	GO:0005575|0.888	GO:0110165|0.870	GO:0008150|0.771	GO:0009987|0.403
CF410_MOUSE	GO:0005575|0.876	GO:0110165|0.817	GO:0008150|0.884	GO:0009987|0.638	GO:0050789|0.331	GO:0065007|0.348
ERFB_SCHPO	GO:0005575|0.663	GO:0110165|0.601	GO:0008150|0.875	GO:0009987|0.416
PSPF_ECOLI	GO:0005575|0.663	GO:0110165|0.615	GO:0008150|0.800	GO:0009987|0.361
ADH4_SCHPO	GO:0005575|0.693	GO:0110165|0.658	GO:0008150|0.816	GO:0009987|0.329
CH044_HUMAN	GO:0005575|0.764	GO:0110165|0.709	GO:0008150|0.789	GO:0009987|0.350
HATB_DICDI	GO:0008150|0.705
BP10_BPT4	GO:0005575|0.710	GO:0110165|0.643	GO:0008150|0.776
NRDE2_CAEEL	GO:0005575|0.791	GO:0110165|0.774	GO:0008150|0.890	GO:0009987|0.578
FBX22_MOUSE	GO:0005575|0.705	GO:0110165|0.700	GO:0008150|0.802	GO:0009987|0.391
FASTK_MOUSE	GO:0005575|0.795	GO:0110165|0.737	GO:0008150|0.865	GO:0009987|0.457
RDH13_HUMAN	GO:0005575|0.726	GO:0110165|0.713	GO:0008150|0.778	GO:0009987|0.318
RFBV_SALTY	GO:0005575|0.579	GO:0110165|0.533	GO:0008150|0.874	GO:0009987|0.458
ISM1_MOUSE	GO:0005575|0.832	GO:0110165|0.795	GO:0008150|0.799	GO:0009987|0.323
PMYT1_HUMAN	GO:0005575|0.806	GO:0110165|0.763	GO:0008150|0.822	GO:0009987|0.348
FLGD_ECOLI	GO:0005575|0.618	GO:0110165|0.535	GO:0008150|0.764
GPR62_MOUSE	GO:0005575|0.783	GO:0110165|0.735	GO:0008150|0.855	GO:0009987|0.474
CAB32_DROME	GO:0005575|0.755	GO:0110165|0.661	GO:0008150|0.794	GO:0009987|0.312
STG1_SCHPO	GO:0005575|0.687	GO:0110165|0.608	GO:0008150|0.876	GO:0009987|0.468
RSH4A_MOUSE	GO:0005575|0.837	GO:0110165|0.797	GO:0008150|0.760	GO:0009987|0.332
PXYP1_HUMAN	GO:0005575|0.606	GO:0110165|0.574	GO:0008150|0.837
RPOZ_ECOLI	GO:0005575|0.754	GO:0110165|0.670	GO:0008150|0.836	GO:0009987|0.540
ADAM1_RAT	GO:0005575|0.808	GO:0110165|0.790	GO:0008150|0.910	GO:0009987|0.511
RAC6_ARATH	GO:0005575|0.735	GO:0110165|0.708	GO:0008150|0.815	GO:0009987|0.370
VIP2_MOUSE	GO:0005575|0.854	GO:0110165|0.789	GO:0008150|0.865	GO:0009987|0.422
EDN3_RAT	GO:0005575|0.780	GO:0110165|0.720	GO:0008150|0.921	GO:0009987|0.545	GO:0050896|0.363	GO:0050789|0.360	GO:0065007|0.396
NIPA3_MOUSE	GO:0005575|0.824	GO:0110165|0.824	GO:0008150|0.773	GO:0009987|0.319
TGH_ARATH	GO:0005575|0.841	GO:0110165|0.832	GO:0008150|0.718
PKG9_BPPRD	GO:0005575|0.738	GO:0110165|0.692	GO:0008150|0.803	GO:0009987|0.425
BH118_ARATH	GO:0005575|0.669	GO:0110165|0.638	GO:0008150|0.804	GO:0009987|0.301
END3_MYCTU	GO:0005575|0.552	GO:0110165|0.510	GO:0008150|0.815	GO:0009987|0.301
TBB3_DROME	GO:0005575|0.623	GO:0110165|0.580	GO:0008150|0.764
LIRA1_HUMAN	GO:0005575|0.808	GO:0110165|0.775	GO:0008150|0.747
TGFI1_MOUSE	GO:0005575|0.696	GO:0110165|0.678	GO:0008150|0.867	GO:0009987|0.462
YEMB_SCHPO	GO:0005575|0.772	GO:0110165|0.717	GO:0008150|0.724
IDGF4_DROME	GO:0005575|0.714	GO:0110165|0.644	GO:0008150|0.686
2ODD_SINHE	GO:0005575|0.611	GO:0110165|0.589	GO:0008150|0.834	GO:0009987|0.395
ACM5_MOUSE	GO:0005575|0.901	GO:0110165|0.890	GO:0008150|0.836	GO:0016020|0.378	GO:0009987|0.368
YE11_YEAST	GO:0005575|0.588	GO:0110165|0.541	GO:0008150|0.834	GO:0009987|0.341
RUFY3_RAT	GO:0005575|0.807	GO:0110165|0.750	GO:0008150|0.838	GO:0009987|0.447
SIDA_ASPOR	GO:0005575|0.685	GO:0110165|0.603	GO:0008150|0.769	GO:0009987|0.311
GL120_ARATH	GO:0005575|0.752	GO:0110165|0.690	GO:0008150|0.752
CHEZ_PSEAE	GO:0005575|0.641	GO:0110165|0.579	GO:0008150|0.789	GO:0009987|0.318
CBPD_PSEAE	GO:0005575|0.541	GO:0110165|0.539	GO:0008150|0.736
SPB10_CHICK	GO:0005575|0.795	GO:0110165|0.727	GO:0008150|0.749
SKM1_YEAST	GO:0005575|0.710	GO:0110165|0.654	GO:0008150|0.769
FMO1_ARATH	GO:0005575|0.707	GO:0110165|0.659	GO:0008150|0.645
CXXC4_XENTR	GO:0005575|0.650	GO:0110165|0.598	GO:0008150|0.812	GO:0009987|0.344
SDE2_SCHPO	GO:0005575|0.788	GO:0110165|0.739	GO:0008150|0.844	GO:0009987|0.461
TDIF2_HUMAN	GO:0005575|0.857	GO:0110165|0.833	GO:0008150|0.705	GO:0009987|0.318
CD7_MOUSE	GO:0005575|0.824	GO:0110165|0.806	GO:0008150|0.820	GO:0009987|0.421
ACEA_ASPFU	GO:0005575|0.773	GO:0110165|0.726	GO:0008150|0.783	GO:0009987|0.364
FXL21_MOUSE	GO:0005575|0.729	GO:0110165|0.682	GO:0008150|0.768
C7344_ORYSJ	GO:0005575|0.681	GO:0110165|0.624	GO:0008150|0.734
ARK72_MOUSE	GO:0005575|0.700	GO:0110165|0.635	GO:0008150|0.862	GO:0009987|0.454
ENLYS_LAMBD	GO:0005575|0.395	GO:0110165|0.351	GO:0008150|0.510
CDHC_PSEU3	GO:0005575|0.686	GO:0110165|0.639	GO:0008150|0.864	GO:0009987|0.444
TRL12_ARATH	GO:0005575|0.798	GO:0110165|0.753	GO:0008150|0.833	GO:0009987|0.392
KAIA_THEEB	GO:0005575|0.641	GO:0110165|0.594	GO:0008150|0.843	GO:0009987|0.437
CYSK1_CAEEL	GO:0005575|0.742	GO:0110165|0.661	GO:0008150|0.678
CF2_DROME	GO:0005575|0.788	GO:0110165|0.768	GO:0008150|0.880	GO:0009987|0.542
SYCE1_MOUSE	GO:0005575|0.822	GO:0110165|0.786	GO:0008150|0.831	GO:0009987|0.407
CPXR_ECOLI	GO:0005575|0.667	GO:0110165|0.576	GO:0008150|0.739	GO:0009987|0.307
CBIM_SALTY	GO:0005575|0.672	GO:0110165|0.672	GO:0008150|0.827	GO:0009987|0.317
THAD_ARATH	GO:0005575|0.823	GO:0110165|0.803	GO:0008150|0.836	GO:0009987|0.351
ERA_BACSU	GO:0005575|0.810	GO:0110165|0.763	GO:0008150|0.771	GO:0009987|0.318
PILY1_PSEAW	GO:0005575|0.744	GO:0110165|0.690	GO:0008150|0.847	GO:0009987|0.374
PHNB_PSEAE	GO:0005575|0.532	GO:0110165|0.480	GO:0008150|0.868	GO:0009987|0.407
BACD1_MOUSE	GO:0005575|0.722	GO:0110165|0.697	GO:0008150|0.853	GO:0009987|0.446
YLZ6_CAEEL	GO:0005575|0.719	GO:0110165|0.712	GO:0008150|0.779
CAN7_HUMAN	GO:0005575|0.769	GO:0110165|0.734	GO:0008150|0.774	GO:0009987|0.308
RFAC_ECOLI	GO:0005575|0.623	GO:0110165|0.563	GO:0008150|0.653
INE_DROME	GO:0005575|0.820	GO:0110165|0.790	GO:0008150|0.858	GO:0009987|0.462
YCIH_ECOLI	GO:0005575|0.741	GO:0110165|0.706	GO:0008150|0.701
F170B_MOUSE	GO:0005575|0.753	GO:0110165|0.714	GO:0008150|0.935	GO:0009987|0.658	GO:0065007|0.346
KIFC3_HUMAN	GO:0005575|0.802	GO:0110165|0.784	GO:0008150|0.742	GO:0009987|0.324
CARD_MYCTU	GO:0005575|0.578	GO:0110165|0.514	GO:0008150|0.706
B4GN1_HUMAN	GO:0005575|0.734	GO:0110165|0.698	GO:0008150|0.778
BTF3_MOUSE	GO:0005575|0.751	GO:0110165|0.681	GO:0008150|0.799	GO:0009987|0.358
CNTP2_HUMAN	GO:0005575|0.719	GO:0110165|0.684	GO:0008150|0.853	GO:0009987|0.331
BGS4_SCHPO	GO:0005575|0.815	GO:0110165|0.764	GO:0008150|0.903	GO:0009987|0.471
MTPN_HUMAN	GO:0005575|0.524	GO:0110165|0.459	GO:0008150|0.781	GO:0009987|0.349
ORR4_ORYSJ	GO:0005575|0.708	GO:0110165|0.665	GO:0008150|0.924	GO:0009987|0.622	GO:0050789|0.343	GO:0065007|0.396
GSTO1_RAT	GO:0005575|0.728	GO:0110165|0.692	GO:0008150|0.842	GO:0009987|0.439
NASP_HUMAN	GO:0005575|0.854	GO:0110165|0.840	GO:0008150|0.736	GO:0009987|0.335
RM40_MOUSE	GO:0005575|0.739	GO:0110165|0.708	GO:0008150|0.788	GO:0009987|0.412
BRSK2_MOUSE	GO:0005575|0.885	GO:0110165|0.880	GO:0008150|0.714
SRO1_SCHPO	GO:0005575|0.772	GO:0110165|0.731	GO:0008150|0.852	GO:0009987|0.372
SSBP_HUMAN	GO:0005575|0.601	GO:0110165|0.567	GO:0008150|0.771	GO:0009987|0.352
RBBD_DICDI	GO:0005575|0.715	GO:0110165|0.657	GO:0008150|0.759	GO:0009987|0.315
KR103_HUMAN	GO:0005575|0.798	GO:0110165|0.778	GO:0032501|0.416	GO:0008150|0.933	GO:0009987|0.572	GO:0050896|0.451	GO:0050789|0.521	GO:0065007|0.521	GO:0050794|0.301
KI2S5_HUMAN	GO:0005575|0.738	GO:0110165|0.688	GO:0008150|0.784	GO:0009987|0.323
M2GD_RAT	GO:0005575|0.759	GO:0110165|0.737	GO:0008150|0.799	GO:0009987|0.331
SAP9_ARATH	GO:0005575|0.805	GO:0110165|0.800	GO:0008150|0.890	GO:0009987|0.597	GO:0065007|0.329
NCAP_BDVV	GO:0005575|0.660	GO:0110165|0.608	GO:0008150|0.698
FFAR3_HUMAN	GO:0005575|0.790	GO:0110165|0.782	GO:0008150|0.900	GO:0009987|0.453
TAT3_ARATH	GO:0005575|0.804	GO:0110165|0.732	GO:0008150|0.799	GO:0009987|0.397
OR59A_DROME	GO:0005575|0.663	GO:0110165|0.600	GO:0008150|0.830	GO:0009987|0.346
HGD_ARATH	GO:0005575|0.709	GO:0110165|0.664	GO:0008150|0.815	GO:0009987|0.349
CAH13_MOUSE	GO:0005575|0.635	GO:0110165|0.605	GO:0008150|0.829	GO:0009987|0.350
PCYAA_EUGLO	GO:0005575|0.745	GO:0110165|0.690	GO:0008150|0.708
NUP42_YEAST	GO:0005575|0.774	GO:0110165|0.757	GO:0008150|0.714
GP2_CANLF	GO:0005575|0.606	GO:0110165|0.536	GO:0008150|0.877	GO:0009987|0.390
LOG8_ARATH	GO:0005575|0.645	GO:0110165|0.589	GO:0008150|0.684
CAND1_SCHPO	GO:0005575|0.836	GO:0110165|0.806	GO:0008150|0.831	GO:0009987|0.455
DBX1_MOUSE	GO:0005575|0.856	GO:0110165|0.856	GO:0008150|0.816	GO:0009987|0.392
HXK5_ORYSJ	GO:0005575|0.591	GO:0110165|0.566	GO:0008150|0.755
DHA_BACSU	GO:0005575|0.613	GO:0110165|0.574	GO:0008150|0.732
COA4_HUMAN	GO:0005575|0.629	GO:0110165|0.563	GO:0008150|0.918	GO:0009987|0.576	GO:0050789|0.409	GO:0065007|0.414
HRD1_CAEEL	GO:0005575|0.864	GO:0110165|0.839	GO:0008150|0.827	GO:0009987|0.469
TXPR1_THRPR	GO:0005575|0.616	GO:0110165|0.518	GO:0008150|0.920	GO:0009987|0.432	GO:0050896|0.525	GO:0065007|0.317
T2R41_HUMAN	GO:0005575|0.830	GO:0110165|0.803	GO:0008150|0.874	GO:0009987|0.494
CATLL_FASHE	GO:0005575|0.765	GO:0110165|0.692	GO:0008150|0.851	GO:0009987|0.404
DSC2_SCHPO	GO:0005575|0.778	GO:0110165|0.749	GO:0008150|0.734
CH3L1_MOUSE	GO:0005575|0.744	GO:0110165|0.688	GO:0008150|0.776
ARHGB_HUMAN	GO:0005575|0.845	GO:0110165|0.803	GO:0008150|0.819	GO:0009987|0.393
IKBZ_MOUSE	GO:0005575|0.801	GO:0110165|0.765	GO:0008150|0.817	GO:0009987|0.390
UBR1_CAEEL	GO:0005575|0.846	GO:0110165|0.829	GO:0008150|0.884	GO:0009987|0.468
COXE_DICDI	GO:0005575|0.488	GO:0110165|0.393	GO:0008150|0.667
TB927_TRYB2	GO:0005575|0.878	GO:0110165|0.859	GO:0008150|0.846	GO:0009987|0.548
CYDD_ECOLI	GO:0005575|0.746	GO:0110165|0.710	GO:0008150|0.794	GO:0009987|0.323
CYBC1_MOUSE	GO:0005575|0.749	GO:0110165|0.704	GO:0008150|0.806	GO:0009987|0.354
LDH6A_HUMAN	GO:0005575|0.802	GO:0110165|0.752	GO:0008150|0.751
S2533_MOUSE	GO:0005575|0.628	GO:0110165|0.594	GO:0008150|0.804	GO:0009987|0.319
VGL1_SCHPO	GO:0005575|0.862	GO:0110165|0.829	GO:0008150|0.791	GO:0009987|0.420
CCNO_HUMAN	GO:0005575|0.817	GO:0110165|0.776	GO:0008150|0.864	GO:0009987|0.445
ALKB5_HUMAN	GO:0005575|0.774	GO:0110165|0.745	GO:0008150|0.829	GO:0009987|0.434
RASF3_HUMAN	GO:0005575|0.802	GO:0110165|0.790	GO:0008150|0.828	GO:0009987|0.453
PR2C5_MOUSE	GO:0005575|0.734	GO:0110165|0.687	GO:0008150|0.820
ACRC_ANAPI	GO:0005575|0.539	GO:0110165|0.520	GO:0008150|0.704
S2A4R_HUMAN	GO:0005575|0.796	GO:0110165|0.761	GO:0008150|0.686
PTN_CHICK	GO:0005575|0.871	GO:0110165|0.833	GO:0008150|0.882	GO:0009987|0.499
TRAR1_HUMAN	GO:0005575|0.836	GO:0110165|0.789	GO:0008150|0.751
MAMT_MAGSA	GO:0005575|0.786	GO:0110165|0.757	GO:0008150|0.860	GO:0009987|0.472
PY2CR_STAND	GO:0005575|0.685	GO:0110165|0.666	GO:0008150|0.739	GO:0009987|0.335
